,molecule_chembl_id,Ki,units,data_validity_comment,max_phase,smiles
193,CHEMBL518543,3100.0,nM,,,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(CC=C(C)C)c(O)cc(O)c2c1=O
194,CHEMBL1770314,3100.0,nM,,,CC1(C)C=Cc2c(cc(O)c3c(=O)c4c(oc23)-c2ccc(O)cc2OC(C(C)(C)O)C4)O1
195,CHEMBL1770313,3100.0,nM,,,CC(C)=CC1Oc2cc(O)ccc2-c2oc3c4c(cc(O)c3c(=O)c21)OC(C)(C)C=C4
196,CHEMBL1719948,3100.0,nM,,,CC(C)(O)CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3
197,CHEMBL464006,3100.0,nM,,,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3
198,CHEMBL1096939,3100.0,nM,,,CC(C)=CCC/C(C)=C/Cc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)c(O)cc1O
199,CHEMBL2297276,3100.0,nM,,,COc1cc(O)c(C2CC(=O)c3c(O)cc(O)cc3O2)cc1C/C=C(\C)CCC=C(C)C
200,CHEMBL2297277,3100.0,nM,,,CC(C)=CCC/C(C)=C/Cc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)c(O)cc1O
201,CHEMBL2297278,3100.0,nM,,,COc1cc(O)c(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1C/C=C(\C)CCC=C(C)C
202,CHEMBL2297982,2870.0,nM,,,O=c1c(Cl)c(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl
203,CHEMBL187030,896.73,nM,,,O=C(CC1S/C(=N/c2ccc(C3CCCCC3)cc2)NC1=O)Nc1ccc(OC(F)(F)F)cc1
204,CHEMBL2297981,130.05,nM,,,CSc1cccc(/N=C2\NC(=O)C(CC(=O)Nc3ccc(F)c(F)c3)S2)c1
205,CHEMBL2297980,22.78,nM,,,O=C(Nc1ccc(OC(F)(F)F)cc1)OC1CN(C(c2ccccc2)c2ccccc2)C1
206,CHEMBL1720480,95.3,nM,,,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)OCCCO2
207,CHEMBL2297979,47.34,nM,,,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccc(C(F)(F)F)cc1Cl
208,CHEMBL2297978,21.29,nM,,,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)csc1C(=O)NC1CCN(Cc2ccccc2)CC1
209,CHEMBL1711540,54.84,nM,,,COc1ccc(C(=O)NC2CCN(Cc3c(F)cccc3Cl)CC2)cc1OC
210,CHEMBL2297977,241.14,nM,,,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCCN(CCc2ccccc2)CC1
211,CHEMBL2297976,2350.0,nM,,,N/C(=N\OC(=O)c1cnn(-c2ccc([N+](=O)[O-])cc2)c1C(F)(F)F)c1ccc(Cl)cc1
212,CHEMBL2297975,521.34,nM,,,CC(C)(C)c1ccc(/C(N)=N/OC(=O)c2cnn(-c3ccc([N+](=O)[O-])cc3)c2C(F)(F)F)cc1
213,CHEMBL2297985,2070.0,nM,,,N/C(=N\OC(=O)c1cnn(-c2ccc([N+](=O)[O-])cc2)c1C(F)(F)F)c1ccc(C(F)(F)F)cc1
214,CHEMBL2297984,61.4,nM,,,CC(CN1CCN(Cc2ccccc2)CC1)N(C(=O)c1cccc([N+](=O)[O-])c1)c1ccccn1
215,CHEMBL2297983,263.15,nM,,,O=[N+]([O-])c1ccc(OCC(O)CN2CCCN(c3nc4ccc(Cl)cc4s3)CC2)cc1
216,CHEMBL515394,73.78,nM,,,COc1cc2c(cc1OC)C(=O)C(Cc1ccc(CN3CCCCC3)cc1)C2
217,CHEMBL472776,59.34,nM,,,COc1cc2c(cc1OC)C(=O)C(Cc1cccc(CN3CCCCC3)c1)C2
218,CHEMBL473962,772.65,nM,,,COc1cc2c(cc1OC)C(=O)C(Cc1ccc(CN3CCCC3)cc1)C2
219,CHEMBL473767,22.28,nM,,,COc1cc2c(cc1OC)C(=O)C(Cc1cccc(CN3CCCC3)c1)C2
220,CHEMBL472814,1040.0,nM,,,CCN(CC)Cc1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)cc1
221,CHEMBL472813,21.66,nM,,,CCN(CC)Cc1cccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c1
222,CHEMBL474190,918.25,nM,,,CCN(C)Cc1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)cc1
223,CHEMBL515891,506.78,nM,,,CCN(C)Cc1cccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c1
224,CHEMBL474578,161.03,nM,,,COc1cc2c(cc1OC)C(=O)C(Cc1ccc(CN(C)C)cc1)C2
225,CHEMBL474577,524.99,nM,,,COc1cc2c(cc1OC)C(=O)C(Cc1cccc(CN(C)C)c1)C2
226,CHEMBL514186,95.21,nM,,,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCCC3)cc1)C2
227,CHEMBL475161,70.9,nM,,,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(CN3CCCCC3)c1)C2
228,CHEMBL465028,198.49,nM,,,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCC3)cc1)C2
229,CHEMBL465027,126.75,nM,,,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(CN3CCCC3)c1)C2
230,CHEMBL464427,453.15,nM,,,CCN(CC)Cc1ccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)cc1
231,CHEMBL518399,236.52,nM,,,CCN(CC)Cc1cccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)c1
232,CHEMBL464024,919.62,nM,,,CCN(C)Cc1ccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)cc1
233,CHEMBL463279,235.5,nM,,,CCN(C)Cc1cccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)c1
234,CHEMBL462873,616.7,nM,,,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)C)cc1)C2
235,CHEMBL462872,62.25,nM,,,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(CN(C)C)c1)C2
236,CHEMBL361540,227.94,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCN(C)CC3)cc1)C2
237,CHEMBL360570,69.46,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCN(C)CC3)cc1)C2
238,CHEMBL181207,77.66,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCN(C)CC3)c1)C2
239,CHEMBL264242,62.06,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCN(C)CC3)c1)C2
240,CHEMBL361309,217.13,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCOCC3)cc1)C2
241,CHEMBL179824,514.05,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCOCC3)cc1)C2
242,CHEMBL183184,118.04,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCOCC3)c1)C2
243,CHEMBL182251,793.14,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCOCC3)c1)C2
244,CHEMBL180413,106.26,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCCCC3)cc1)C2
245,CHEMBL180145,403.05,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCCC3)cc1)C2
246,CHEMBL362238,38.18,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCCCC3)c1)C2
247,CHEMBL181216,266.41,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCCC3)c1)C2
248,CHEMBL180442,402.85,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCCC3)cc1)C2
249,CHEMBL180483,257.1,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCC3)cc1)C2
250,CHEMBL182252,137.63,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCCC3)c1)C2
251,CHEMBL362583,505.09,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCC3)c1)C2
252,CHEMBL181125,1330.0,nM,,,CCN(CC)C(C)c1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1
253,CHEMBL180437,1340.0,nM,,,CCN(CC)Cc1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1
254,CHEMBL180640,865.03,nM,,,CCN(CC)C(C)c1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1
255,CHEMBL180645,1590.0,nM,,,CCN(CC)Cc1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1
256,CHEMBL178152,543.47,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N(C)C)cc1)C2
257,CHEMBL435897,208.77,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN(C)C)cc1)C2
258,CHEMBL541980,399.71,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N(C)C)c1)C2
259,CHEMBL181310,1004.0,nM,,,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN(C)C)c1)C2
260,CHEMBL2312576,25.4,nM,,,COc1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1
261,CHEMBL2312575,20.6,nM,,,O=[N+]([O-])c1cccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)c1
262,CHEMBL2312574,41.3,nM,,,c1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)nc1
263,CHEMBL2312573,7.2,nM,,,Oc1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)c(O)c1
264,CHEMBL2312285,24.4,nM,,,Oc1ccccc1[C@@H]1CC(c2c3ccccc3cc3ccccc23)=NN1
265,CHEMBL2312284,30.2,nM,,,c1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1
266,CHEMBL2312282,30.3,nM,,,Clc1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1
267,CHEMBL2323356,83800.0,nM,,,CCOc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1
268,CHEMBL2323355,19500.0,nM,,,COc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1
269,CHEMBL187460,6410.0,nM,,,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C
270,CHEMBL227075,1950.0,nM,,,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1
271,CHEMBL3093804,20.0,nM,,,[Br-].[Br-].c1cc[n+](CCCCCCCCCCCC[n+]2cccc3ccccc32)cc1
272,CHEMBL3093802,400.0,nM,,,[Br-].[Br-].c1cc[n+](CCCCCCCCCC[n+]2cccc3ccccc32)cc1
273,CHEMBL24686,1.7,nM,,,COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC
274,CHEMBL3099500,1.48,nM,,,CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2
275,CHEMBL3099499,5.02,nM,,,CN(CCCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2
276,CHEMBL3099498,1.92,nM,,,O=C(CC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)NCC(=O)Nc1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3
277,CHEMBL3099497,0.23,nM,,,Nc1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3
278,CHEMBL3099496,0.78,nM,,,O=[N+]([O-])c1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3
279,CHEMBL3115037,2010.0,nM,,,CN1CC[C@@H](C(=O)N2C/C(=C\c3ccc(F)cc3)C(=O)[C@@]3(C2)[C@H](c2ccc(F)cc2)CN(C)[C@]32C(=O)Nc3ccccc32)[C@@]12C(=O)Nc1ccccc12
280,CHEMBL3122167,73.0,nM,,,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3
281,CHEMBL3122149,2340.0,nM,,,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3
282,CHEMBL3235205,2430000.0,nM,Outside typical range,,O=C(/C=N/O)NC1CCN(Cc2ccccc2)CC1
283,CHEMBL3235206,3178000.0,nM,Outside typical range,,O=C(/C=N/O)NCC1CCN(Cc2ccccc2)CC1
284,CHEMBL3235207,233800.0,nM,Outside typical range,,CC(=O)/C(=N\O)C(=O)NC1CCN(Cc2ccccc2)CC1
285,CHEMBL3235208,2303000.0,nM,Outside typical range,,CC(=O)/C(=N\O)C(=O)NCC1CCN(Cc2ccccc2)CC1
286,CHEMBL3235209,732500.0,nM,Outside typical range,,N#C/C(=N\O)C(=O)NC1CCN(Cc2ccccc2)CC1
287,CHEMBL3235210,94963000.0,nM,Outside typical range,,N#C/C(=N\O)C(=O)NCC1CCN(Cc2ccccc2)CC1
288,CHEMBL3235211,1625000.0,nM,Outside typical range,,COc1ccc(CN2CCC(CNC(=O)/C(=N/O)C(C)=O)CC2)cc1OC
289,CHEMBL3235212,595100.0,nM,Outside typical range,,COc1cc2c(cc1OC)C(c1ccccc1)N(CCCNC(=O)/C=N/O)CC2
290,CHEMBL3235213,1926000.0,nM,Outside typical range,,COc1cc2c(cc1OC)C(c1ccccc1)N(CCCNC(=O)/C(=N/O)C(C)=O)CC2
291,CHEMBL3235214,2671000.0,nM,Outside typical range,,COc1cc2c(cc1OC)CN(CCCNC(=O)/C(=N/O)C(C)=O)CC2
292,CHEMBL3235215,6219.0,nM,,,Cl.O=C(/C=N/O)NCCCNc1c2c(nc3ccccc13)CCCC2
293,CHEMBL3235216,1492.0,nM,,,O=C(/C=N/O)NCCCCNc1c2c(nc3ccccc13)CCCC2
294,CHEMBL3235217,3077.0,nM,,,N#C/C(=N\O)C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2
295,CHEMBL3235218,588.1,nM,,,O=C(/C=N/O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
296,CHEMBL3235219,180100.0,nM,Outside typical range,,O=C(/C=N/O)c1cccnc1OCC1CCN(Cc2ccccc2)CC1
297,CHEMBL3235220,144000.0,nM,Outside typical range,,O=C(/C=N/O)c1ccnc(OCC2CCN(Cc3ccccc3)CC2)c1
298,CHEMBL3235221,31220.0,nM,,,O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1
299,CHEMBL3235222,199100.0,nM,Outside typical range,,O=C(/C=N/O)c1cccc(OCC2CCN(Cc3ccccc3)CC2)n1
300,CHEMBL3235223,1930000.0,nM,Outside typical range,,COc1ccc(CN2CCC(COc3ccc(C(=O)/C=N/O)cn3)CC2)cc1OC
301,CHEMBL3235224,158800.0,nM,Outside typical range,,O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccc(F)c(F)c3)CC2)nc1
302,CHEMBL3235225,1608000.0,nM,Outside typical range,,N#Cc1ccc(CN2CCC(COc3ccc(C(=O)/C=N/O)cn3)CC2)cc1
303,CHEMBL3235226,298300.0,nM,Outside typical range,,O=C(/C=N/O)c1ccc(OCC2CCN(Cc3cccc(Cl)c3)CC2)nc1
304,CHEMBL3235227,55180.0,nM,,,O=C(/C=N/O)c1cnc(OCC2CCN(Cc3ccccc3)CC2)nc1
305,CHEMBL3235228,285600.0,nM,Outside typical range,,O=C(/C=N/O)c1ccc(NCC2CCN(Cc3ccccc3)CC2)nc1
306,CHEMBL3235229,344800.0,nM,Outside typical range,,COc1ccc(CN2CCCC(COc3ccc(C(=O)/C=N/O)cn3)C2)cc1OC
307,CHEMBL3235230,232600.0,nM,Outside typical range,,COc1ccc(CN2CCCCC2COc2ccc(C(=O)/C=N/O)cn2)cc1OC
308,CHEMBL3235231,550600.0,nM,Outside typical range,,O=C(/C=N/O)c1ccc(OCC2CCCCN2Cc2ccccc2)nc1
309,CHEMBL3235232,137400.0,nM,Outside typical range,,O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccccc3)C2)nc1
310,CHEMBL3235233,2517000.0,nM,Outside typical range,,COc1ccc(CN2CCC(COc3ccc(C(=O)/C=N/O)cn3)C2)cc1OC
311,CHEMBL3235234,266000.0,nM,Outside typical range,,O/N=C/c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1
312,CHEMBL3235235,198500.0,nM,Outside typical range,,O/N=C/c1cnc(OCC2CCN(Cc3ccccc3)CC2)nc1
313,CHEMBL3233832,2.65,nM,,,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@H](C1)C2.Cl
314,CHEMBL3327249,78.2,nM,,,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O
315,CHEMBL3327248,91.1,nM,,,COc1cc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2cc1OC
316,CHEMBL3327247,66.1,nM,,,Cc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
317,CHEMBL3327246,50.7,nM,,,COc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
318,CHEMBL3326711,55.2,nM,,,COc1ccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2c1
319,CHEMBL3326710,42.2,nM,,,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O
320,CHEMBL3326709,59.6,nM,,,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O
321,CHEMBL3326708,56.1,nM,,,COc1cc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2cc1OC
322,CHEMBL3326707,30.1,nM,,,Cc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
323,CHEMBL3326706,24.3,nM,,,COc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
324,CHEMBL3326705,30.9,nM,,,COc1ccc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2c1
325,CHEMBL3326704,16.7,nM,,,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O
326,CHEMBL3326703,76.1,nM,,,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O
327,CHEMBL3326702,70.0,nM,,,COc1cc2cc(C(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2cc1OC
328,CHEMBL3326701,35.8,nM,,,Cc1ccc2oc(=O)c(C(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
329,CHEMBL3326700,39.4,nM,,,COc1ccc2oc(=O)c(C(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
330,CHEMBL3326699,44.3,nM,,,COc1ccc2cc(C(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2c1
331,CHEMBL3326698,34.4,nM,,,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O
332,CHEMBL3322141,80.4,nM,,,CCN(CCC(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1
333,CHEMBL3322142,199.0,nM,,,CCN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1
334,CHEMBL3322160,4.1,nM,,,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCNc1c2c(nc3ccccc13)CCCC2
335,CHEMBL3322161,1940.0,nM,,,O=C(Cc1cc(=O)oc2cc(O)ccc12)NNC(=S)Nc1c2c(nc3ccccc13)CCCC2
336,CHEMBL3322162,2360.0,nM,,,O=C(Cc1cc(=O)oc2cc(O)ccc12)N/N=C1\SCC(=O)N1c1c2c(nc3ccccc13)CCCC2
337,CHEMBL2158994,7990.0,nM,,,CN(C)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1
338,CHEMBL3586199,2490.0,nM,,,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@]3(C)C[C@@]4(O)CC[C@H]5C(C)(C)[C@@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@@H]32)C1(C)C
339,CHEMBL3586200,7970.0,nM,,,C[C@@]12CC[C@@H]3[C@](C)(CC[C@H](OC(=O)CCc4ccc(O)cc4)[C@]3(C)C(=O)O)[C@H]1CC[C@H]1C(=CC[C@@H]3[C@]1(C)CC[C@@H](O)[C@]3(C)CO)C2
340,CHEMBL3586207,1170.0,nM,,,CCCC[C@@H](O)/C=C/C=C/C(=O)O
341,CHEMBL3585775,0.0056,nM,Outside typical range,,COc1ccccc1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1
342,CHEMBL3585776,0.0045,nM,Outside typical range,,COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1
343,CHEMBL3585777,0.0051,nM,Outside typical range,,COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1OC
344,CHEMBL3585778,0.0229,nM,,,COc1ccc(OC)c(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)c1
345,CHEMBL3585779,0.0105,nM,,,COc1cccc(OC)c1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1
346,CHEMBL3585780,0.0382,nM,,,COc1ccccc1C(C)NS(N)(=O)=O
347,CHEMBL3585781,0.0063,nM,Outside typical range,,COc1ccc(C(C)NS(N)(=O)=O)cc1
348,CHEMBL3585782,0.0049,nM,Outside typical range,,COc1ccc(C(C)NS(N)(=O)=O)cc1OC
349,CHEMBL3585783,0.0056,nM,Outside typical range,,COc1ccc(OC)c(C(C)NS(N)(=O)=O)c1
350,CHEMBL3585784,0.0081,nM,Outside typical range,,COc1cccc(OC)c1C(C)NS(N)(=O)=O
351,CHEMBL3621322,0.08,nM,,,CC[N+](CC)(CCCCCn1c(C)cc(=O)n(CCCCC[N+](CC)(CC)Cc2ccccc2[N+](=O)[O-])c1=O)Cc1ccccc1[N+](=O)[O-].[Br-].[Br-]
352,CHEMBL3621333,50.12,nM,,,CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)cc(=O)n(c2=O)CCCCC[N+](CC)(Cc2ccccc2[N+](=O)[O-])Cc2ccc(cc2)C1.[Br-].[Br-]
353,CHEMBL3632994,49.5,nM,,,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2
354,CHEMBL603622,140.0,nM,,,CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1
355,CHEMBL3752467,0.72,nM,,,c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
356,CHEMBL3786651,0.98,nM,,,COc1cccc2c1CC[C@H](NC(=O)N(C)C)C2
357,CHEMBL3786516,0.67,nM,,,COc1ccc2c(c1)CCC(NC(=O)N(C)C)C2
358,CHEMBL3787502,1.06,nM,,,COc1ccc2c(c1)C[C@@H](NC(=O)N(C)C)CC2
359,CHEMBL3785269,0.45,nM,,,COc1cccc2c1CCC(NS(=O)(=O)N(C)C)C2
360,CHEMBL3787223,1.05,nM,,,COc1ccc2c(c1)CCC(NS(=O)(=O)N(C)C)C2
361,CHEMBL3786448,0.83,nM,,,COc1ccc2c(c1)CC(NS(=O)(=O)N(C)C)CC2
362,CHEMBL3786937,1.59,nM,,,CN(C)C(=O)N[C@H]1CCc2c(O)cccc2C1
363,CHEMBL3785391,1.33,nM,,,CN(C)C(=O)NC1CCc2cc(O)ccc2C1
364,CHEMBL3785207,1.74,nM,,,CN(C)C(=O)N[C@H]1CCc2ccc(O)cc2C1
365,CHEMBL3786873,1.34,nM,,,CN(C)S(=O)(=O)NC1CCc2c(O)cccc2C1
366,CHEMBL3786442,1.22,nM,,,CN(C)S(=O)(=O)N[C@H]1CCc2cc(O)ccc2C1
367,CHEMBL3786719,0.72,nM,,,CN(C)S(=O)(=O)NC1CCc2ccc(O)cc2C1
368,CHEMBL3818801,980.0,nM,,,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cc3c(cc21)OCO3
369,CHEMBL3819247,39670.0,nM,,,COc1ccc2c(c1)C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2
370,CHEMBL3818918,18200.0,nM,,,COc1cccc2c1C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2
371,CHEMBL3818415,2822.0,nM,,,COc1cc2c(cc1O)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2
372,CHEMBL3819155,2822.0,nM,,,COc1cc2c(cc1O)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O
373,CHEMBL3818230,4224.0,nM,,,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2ccc(O)cc21
374,CHEMBL3818616,355.0,nM,,,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cccc(O)c21
375,CHEMBL3819646,1980.0,nM,,,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cc(O)ccc21
376,CHEMBL168938,35.0,nM,,,COc1cc2c(cc1OC)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2
377,CHEMBL3819220,260.0,nM,,,COc1ccc2c(c1)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2
378,CHEMBL3818167,1835.0,nM,,,COc1cccc2c1C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2
379,CHEMBL3818084,29.0,nM,,,COc1ccc2c(c1)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O
380,CHEMBL3819531,554.0,nM,,,COc1cccc(CN2CCC(/C=C3\Cc4cc(OC)ccc4C3=O)CC2)c1
381,CHEMBL3819113,119490.0,nM,Outside typical range,,COc1cccc(CN2CCC(/C=C3\Cc4ccc(OC)cc4C3=O)CC2)c1
382,CHEMBL3819574,17230.0,nM,,,COc1cccc(CN2CCC(/C=C3\Cc4cccc(OC)c4C3=O)CC2)c1
383,CHEMBL489354,4330.0,nM,,,O=C(CCCCCCCCc1ccc(O)cc1)c1c(O)cccc1O
384,CHEMBL524100,5860.0,nM,,,O=C(CCCCCCCCc1ccc(O)c(O)c1)c1c(O)cccc1O
385,CHEMBL3910142,15.0,nM,,,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1
