,molecule_chembl_id,pKi,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
130,CHEMBL592624,4.119186407719209,234.06571021,0.6666666666666666,5,0,1,6,15,2,0,61.83,0.5403535565610514,2.0833,4.091724651261736,0,1,1,0,0,0,0,0,0
131,CHEMBL1025,5.221848749616356,184.066459158,1.0,3,0,0,5,11,4,0,35.53,0.6298693189390489,2.9140000000000015,3.3451439260408193,0,0,0,0,0,0,0,0,0
132,CHEMBL599644,7.213958789757446,536.340278648,0.4166666666666667,4,0,5,4,40,12,0,32.78,0.17657093531417642,7.566100000000009,2.505181336602501,1,1,2,3,0,3,0,1,1
133,CHEMBL590298,4.049148541111453,242.05138394,0.0,3,2,3,4,17,0,0,46.330000000000005,0.7694957469922409,3.368000000000001,2.0753205849802736,0,1,1,2,0,2,0,0,0
134,CHEMBL606338,5.028724151261895,256.067034004,0.07142857142857142,3,1,3,4,18,0,0,32.34,0.7803076144954193,3.628700000000002,2.168226964453453,0,1,1,2,0,2,0,0,0
135,CHEMBL601282,4.787812395596042,377.132861068,0.3157894736842105,4,1,3,6,25,5,0,35.580000000000005,0.8152378906426414,4.762500000000004,3.769315631781039,0,1,1,2,0,2,0,0,0
136,CHEMBL605824,6.09151498112135,369.187483484,0.38095238095238093,4,1,3,5,26,5,0,35.580000000000005,0.7946200635538987,5.1177000000000055,2.43333633877873,0,1,1,2,0,2,0,0,0
137,CHEMBL589536,4.531652669587842,339.140533292,0.3157894736842105,4,1,4,5,24,3,0,35.580000000000005,0.9145362083044382,4.094700000000004,2.2027212113572983,0,2,2,2,0,2,0,1,1
138,CHEMBL589563,6.207608310501746,353.156183356,0.35,4,1,4,5,25,3,0,35.580000000000005,0.8832867195663431,4.484800000000004,2.2131801343055404,0,2,2,2,0,2,0,1,1
139,CHEMBL430886,7.698970004336019,470.0932232239999,0.5238095238095238,2,0,2,4,25,12,0,7.76,0.2622117303147376,-1.5192999999999932,2.522067424064442,0,0,0,0,2,2,0,0,0
140,CHEMBL1081810,6.853871964321762,469.99932283999993,0.09090909090909091,2,0,4,4,26,4,0,7.76,0.29113161000674603,-2.4805999999999955,3.8895058119173385,0,0,0,2,2,4,0,0,0
141,CHEMBL1087194,7.619788758288394,285.147726848,0.4375,5,2,3,5,21,2,0,78.10000000000001,0.8579442251849845,2.575920000000001,2.5196814300801478,1,0,1,0,2,2,0,0,0
142,CHEMBL1642977,7.045757490560675,540.171473544,0.6153846153846154,2,0,2,4,30,9,0,7.76,0.30940690957792144,-0.09459999999999358,2.9149029949230343,0,0,0,0,2,2,0,0,0
143,CHEMBL1642988,7.0,582.124523352,0.3333333333333333,2,0,4,4,34,2,0,7.76,0.4541249189237511,0.4630000000000034,5.477622288606389,2,0,2,0,2,2,0,0,0
144,CHEMBL1200970,4.607303046740334,348.14269748000004,0.3684210526315789,2,0,3,4,23,5,0,6.48,0.7097853174897145,5.441400000000005,4.223590680431654,0,1,1,2,0,2,0,0,0
145,CHEMBL1669479,8.301029995663981,550.143587048,0.4166666666666667,6,2,2,10,34,10,0,58.2,0.24560011970984874,-2.913199999999989,3.126236477038402,0,0,0,2,0,2,0,0,0
146,CHEMBL1669486,6.207608310501746,528.0775731599999,0.3076923076923077,2,0,4,4,30,9,0,7.76,0.20613780624692823,-0.38319999999999643,4.113970715459837,0,0,0,1,3,4,0,0,0
147,CHEMBL1669494,5.903089986991944,570.0306229679999,0.06666666666666667,2,0,6,4,34,4,0,7.76,0.25960081621295494,-0.1741999999999979,4.384656014086664,0,0,0,3,3,6,0,0,0
148,CHEMBL225577,7.3979400086720375,556.1088732879999,0.35714285714285715,2,0,4,4,32,11,0,7.76,0.18622680496647984,0.39700000000000113,3.765564513838445,0,0,0,2,2,4,0,0,0
149,CHEMBL1762003,5.638272163982407,570.0306229679999,0.06666666666666667,2,0,6,4,34,4,0,7.76,0.25960081621295483,-0.1741999999999988,4.204770840724914,0,0,0,4,2,6,0,0,0
150,CHEMBL392577,8.455931955649724,403.10308516400005,0.0,2,0,6,3,30,1,0,20.310000000000002,0.2711522466113874,7.436100000000004,2.278131422539399,0,1,1,5,0,5,0,0,0
151,CHEMBL1819176,8.995678626217357,560.2706748640001,0.3333333333333333,4,2,7,5,41,10,0,49.84,0.16380388370832932,9.360899999999999,2.8064846360537743,2,0,2,3,2,5,0,0,0
152,CHEMBL2011402,4.464705879957229,454.19915329999986,0.34615384615384615,7,4,3,7,33,7,0,116.45000000000002,0.44720605099037497,4.724500000000006,3.7809612442407294,0,1,1,2,0,2,0,0,0
153,CHEMBL459258,4.166215625343521,454.19915329999986,0.34615384615384615,7,4,3,7,33,7,0,116.45000000000002,0.44720605099037497,4.724500000000006,3.7660335519330363,0,1,1,2,0,2,0,0,0
154,CHEMBL2011403,4.772113295386326,470.1940679199999,0.34615384615384615,8,5,3,8,34,7,0,136.68,0.37497112386657117,4.430100000000005,3.972637779559941,0,1,1,2,0,2,0,0,0
155,CHEMBL2011404,4.024568191490737,438.2042386799999,0.34615384615384615,6,3,3,6,32,7,0,96.22000000000001,0.476193168504498,5.7537000000000065,3.4499008273013096,0,1,1,2,0,2,0,0,0
156,CHEMBL2011405,4.521433504406157,454.1991532999999,0.34615384615384615,7,4,3,7,33,7,0,116.45000000000002,0.41056194795173645,5.459300000000004,3.646374885548248,0,1,1,2,0,2,0,0,0
157,CHEMBL223256,5.075720713938118,424.1885886159999,0.32,6,4,3,6,31,6,0,107.22000000000001,0.3627665794843703,5.4507000000000065,3.5023267745217552,0,1,1,2,0,2,0,0,0
158,CHEMBL1256415,5.1979107421182675,228.126263132,0.35714285714285715,3,2,3,3,17,1,0,48.14,0.8159766081822483,2.7044000000000006,2.111764227052486,1,0,1,1,1,2,0,0,0
159,CHEMBL1677,6.995678626217357,234.09237616,0.3076923076923077,2,2,3,3,16,0,0,38.91,0.7608532205240112,3.1176000000000026,3.218714822033376,1,0,1,1,1,2,0,0,0
160,CHEMBL2064470,7.607303046740334,457.32054624799997,0.4827586206896552,5,1,5,5,34,9,0,34.64,0.5051576281124806,4.669600000000004,2.4393308258578976,1,1,2,2,1,3,0,1,1
161,CHEMBL2064468,7.3223930472795065,463.36749643999997,0.6896551724137931,5,1,5,5,34,9,0,34.64,0.5779701420507393,4.797700000000004,2.5476502470307842,2,1,3,1,1,2,1,1,2
162,CHEMBL2064466,7.068033885271827,471.299810804,0.4482758620689655,6,1,5,6,35,8,0,51.71000000000001,0.5338009579767118,4.196200000000003,2.485130941056692,1,1,2,2,1,3,0,1,1
163,CHEMBL2064465,8.428291168191313,491.36241106,0.6666666666666666,6,1,5,6,36,9,0,51.71000000000001,0.5503904511279059,4.714400000000004,2.6359115361686722,2,1,3,1,1,2,1,1,2
164,CHEMBL2064464,9.497572880015568,477.346760996,0.6551724137931034,6,1,5,6,35,8,0,51.71000000000001,0.6135650780623697,4.324300000000003,2.587033256217259,2,1,3,1,1,2,1,1,2
165,CHEMBL2064404,7.118615343229427,449.315460868,0.6296296296296297,6,1,5,6,33,7,0,51.71000000000001,0.7007101935413328,3.5457000000000027,2.4244346089773963,1,2,3,1,1,2,0,2,2
166,CHEMBL2159664,7.327902142064282,496.136154888,0.2692307692307692,5,1,3,6,32,11,0,59.28000000000001,0.25087011722335895,2.072399999999999,2.32523038144919,0,0,0,2,1,3,0,0,0
167,CHEMBL2159663,7.0915149811213505,482.120504824,0.24,5,1,3,6,31,10,0,59.28000000000001,0.2714057162804438,1.6822999999999997,2.301453004301697,0,0,0,2,1,3,0,0,0
168,CHEMBL2159662,8.1890957193313,532.136154888,0.20689655172413793,5,1,4,6,35,10,0,59.28000000000001,0.1939195029709291,2.8355000000000006,3.5040333325512947,0,0,0,3,1,4,0,0,0
169,CHEMBL2159661,8.0268721464003,546.151804952,0.23333333333333334,5,1,4,6,36,11,0,59.28000000000001,0.17835827589555056,3.225600000000001,3.5313389005098115,0,0,0,3,1,4,0,0,0
170,CHEMBL2159660,7.350081281264581,532.136154888,0.20689655172413793,5,1,4,6,35,10,0,59.28000000000001,0.1939195029709291,2.8355000000000006,3.5058914863974504,0,0,0,3,1,4,0,0,0
171,CHEMBL2159659,7.3390397082239165,518.120504824,0.17857142857142858,5,1,4,6,34,9,0,59.28000000000001,0.2101262411708939,2.4454000000000002,3.4810506270541364,0,0,0,3,1,4,0,0,0
172,CHEMBL2159658,7.275724130399211,518.120504824,0.17857142857142858,5,1,4,6,34,9,0,59.28000000000001,0.2101262411708939,2.4454000000000002,3.4791350045323286,0,0,0,3,1,4,0,0,0
173,CHEMBL2159657,6.90752498707402,543.1521393,0.2,5,2,5,6,36,10,0,58.00000000000001,0.20980825185120308,2.444300000000003,3.9149417248479166,0,0,0,3,2,5,0,0,0
174,CHEMBL2159656,6.703817627444565,536.178688396,0.2857142857142857,6,2,4,7,35,11,0,61.24,0.22455437673434223,1.3571000000000035,3.6574501017820644,0,0,0,2,2,4,0,0,0
175,CHEMBL2158019,5.842543231865774,501.24162723200004,0.18181818181818182,5,2,6,5,38,10,0,59.050000000000004,0.19661162340331492,7.107500000000006,2.2372413446948567,0,0,0,4,2,6,0,0,0
176,CHEMBL258893,5.950781977329818,383.0924357359999,0.19047619047619047,5,0,5,6,27,2,0,40.8,0.3776894350984681,0.7206000000000001,4.200242156170005,0,1,1,3,1,4,0,0,0
177,CHEMBL518543,5.508638306165727,422.1729385519999,0.24,6,4,3,6,31,5,0,111.13,0.4153271403941536,5.299800000000006,3.1644361211848153,0,0,0,2,1,3,0,0,0
178,CHEMBL1770314,5.508638306165727,436.15220310799987,0.32,7,3,5,7,32,1,0,109.36000000000001,0.5261668485098201,4.129800000000004,3.864951876252359,0,2,2,2,1,3,0,0,0
179,CHEMBL1770313,5.508638306165727,418.14163842399995,0.24,6,2,5,6,31,1,0,89.13000000000001,0.5106256119281037,5.455100000000005,3.9443761841818636,0,2,2,2,1,3,0,0,0
180,CHEMBL1719948,5.508638306165727,438.1678531719999,0.32,7,4,4,7,32,4,0,120.36,0.4744157506615808,4.464500000000003,3.3236837583110557,0,1,1,2,1,3,0,0,0
181,CHEMBL464006,5.508638306165727,420.1572884879999,0.24,6,3,4,6,31,3,0,100.13000000000001,0.49928404405164223,5.269700000000006,3.28358768550285,0,1,1,2,1,3,0,0,0
182,CHEMBL1096939,5.508638306165727,424.1885886159999,0.32,6,4,3,6,31,6,0,107.22000000000001,0.459414934239032,5.4507000000000065,3.5636701229380456,0,1,1,2,0,2,0,0,0
183,CHEMBL2297276,5.508638306165727,438.20423868,0.34615384615384615,6,3,3,6,32,7,0,96.22000000000001,0.47619316850449817,5.753700000000004,3.5081742538747367,0,1,1,2,0,2,0,0,0
184,CHEMBL2297277,5.508638306165727,422.1729385519999,0.24,6,4,3,6,31,6,0,111.13000000000001,0.38945817996087556,5.517600000000007,3.0583058755480996,0,0,0,2,1,3,0,0,0
185,CHEMBL2297278,5.508638306165727,436.188588616,0.2692307692307692,6,3,3,6,32,7,0,100.13000000000001,0.40358397010550423,5.820600000000003,3.00582887526307,0,0,0,2,1,3,0,0,0
186,CHEMBL2297982,5.542118103266008,571.0168124280002,0.2857142857142857,6,0,4,15,36,3,0,54.260000000000005,0.36323093422656083,5.951900000000003,2.787470139290619,0,1,1,1,2,3,0,1,1
187,CHEMBL187030,6.047338300725594,491.14904728799996,0.375,6,2,4,10,34,6,0,79.79,0.5288980562890212,5.880800000000003,3.242564734317792,1,1,2,2,0,2,1,1,2
188,CHEMBL2297981,6.885889643468108,407.05737516000005,0.16666666666666666,5,2,3,9,27,5,0,70.56,0.7370160451875585,3.9346000000000023,3.2759308546197285,0,1,1,2,0,2,0,1,1
189,CHEMBL2297980,7.642446280256919,442.15042719200005,0.20833333333333334,5,1,4,8,32,6,0,50.800000000000004,0.5394402956230178,5.607500000000004,2.2357324947205353,0,1,1,3,0,3,0,1,1
190,CHEMBL1720480,7.020907099361674,366.1943426919999,0.4090909090909091,5,1,4,5,27,4,0,50.80000000000001,0.9025465698788593,3.242300000000002,1.9724053849149445,0,2,2,2,0,2,0,1,1
191,CHEMBL2297979,7.324771746406936,411.132524632,0.35,4,1,3,8,28,5,0,35.580000000000005,0.803703927810496,4.115100000000003,1.9018379244094987,0,1,1,2,0,2,0,1,1
192,CHEMBL2297978,7.671824338561677,488.09951234000005,0.2916666666666667,5,1,4,8,32,6,0,66.48,0.5334863453232592,4.937120000000004,2.3241044304770853,0,1,1,2,1,3,0,1,1
193,CHEMBL1711540,7.260902553882525,406.14594852799996,0.38095238095238093,5,1,3,7,28,6,0,50.8,0.7902797144141668,3.8907000000000034,1.9779917705633459,0,1,1,2,0,2,0,1,1
194,CHEMBL2297977,6.617730743424321,407.182061668,0.38095238095238093,5,1,3,8,29,5,0,44.81,0.8007876779890764,4.367500000000003,1.9928297037269704,0,1,1,2,0,2,0,1,1
195,CHEMBL2297976,5.628932137728263,453.045166172,0.05555555555555555,9,2,3,13,31,5,0,125.64000000000001,0.20497119935400807,3.9300000000000015,2.541538092742668,0,0,0,2,1,3,0,0,0
196,CHEMBL2297975,6.282878952393466,475.14673877999996,0.22727272727272727,9,2,3,12,34,5,0,125.64000000000001,0.18937435027275162,4.574100000000003,2.6503382830584687,0,0,0,2,1,3,0,0,0
197,CHEMBL2297985,5.684029654543082,487.071523152,0.10526315789473684,9,2,3,15,34,5,0,125.64000000000001,0.14291770257019665,4.295400000000002,2.671747145934722,0,0,0,2,1,3,0,0,0
198,CHEMBL2297984,7.211831628858832,459.227039788,0.3076923076923077,8,0,4,8,34,8,0,82.82,0.37599067387792706,3.842900000000003,2.8414207410503813,0,1,1,2,1,3,0,1,1
199,CHEMBL2297983,6.579796625646704,462.112853896,0.38095238095238093,8,1,4,10,31,7,0,91.97,0.42126674122789975,3.8099000000000025,2.768032876509656,0,1,1,2,1,3,0,1,1
200,CHEMBL515394,7.1320613491092155,379.214743788,0.4583333333333333,4,0,4,4,28,6,0,38.77,0.7506219387110145,4.287400000000004,2.628257624129029,1,1,2,2,0,2,0,1,1
201,CHEMBL472776,7.226652458019177,379.214743788,0.4583333333333333,4,0,4,4,28,6,0,38.77,0.7506219387110143,4.287400000000004,2.6831909574623634,1,1,2,2,0,2,0,1,1
202,CHEMBL473962,6.11201719106374,365.199093724,0.43478260869565216,4,0,4,4,27,6,0,38.77,0.7783009541930097,3.897300000000003,2.6117680860118178,1,1,2,2,0,2,0,1,1
203,CHEMBL473767,7.652084813498309,365.199093724,0.43478260869565216,4,0,4,4,27,6,0,38.77,0.7783009541930097,3.897300000000003,2.668814239857971,1,1,2,2,0,2,0,1,1
204,CHEMBL472814,5.982966660701219,367.214743788,0.43478260869565216,4,0,3,4,27,8,0,38.77,0.7027587366925322,4.1433000000000035,2.707251097534707,1,0,1,2,0,2,0,0,0
205,CHEMBL472813,7.664341547710698,367.21474378799996,0.43478260869565216,4,0,3,4,27,8,0,38.77,0.7027587366925322,4.1433000000000035,2.7658403687897692,1,0,1,2,0,2,0,0,0
206,CHEMBL474190,6.037039062982668,353.199093724,0.4090909090909091,4,0,3,4,26,7,0,38.77,0.7598067401529606,3.753200000000003,2.716977449740238,1,0,1,2,0,2,0,0,0
207,CHEMBL515891,6.295180532819831,353.199093724,0.4090909090909091,4,0,3,4,26,7,0,38.77,0.7598067401529606,3.753200000000003,2.7779744992660547,1,0,1,2,0,2,0,0,0
208,CHEMBL474578,6.793093207069136,339.18344366,0.38095238095238093,4,0,3,4,25,6,0,38.77,0.8088405123304958,3.363100000000002,2.6493872741289675,1,0,1,2,0,2,0,0,0
209,CHEMBL474577,6.279848968948674,339.18344366,0.38095238095238093,4,0,3,4,25,6,0,38.77,0.8088405123304957,3.363100000000002,2.7129984829201774,1,0,1,2,0,2,0,0,0
210,CHEMBL514186,7.021317434843056,377.199093724,0.375,4,0,4,4,28,5,0,38.77,0.7187693172476843,4.512100000000004,2.2368126728677904,1,1,2,2,0,2,0,1,1
211,CHEMBL475161,7.149353764816933,377.199093724,0.375,4,0,4,4,28,5,0,38.77,0.7187693172476842,4.512100000000004,2.2911477156028344,1,1,2,2,0,2,0,1,1
212,CHEMBL465028,6.702261368267198,363.18344366,0.34782608695652173,4,0,4,4,27,5,0,38.77,0.7492318923442743,4.122000000000003,2.2212987429031106,1,1,2,2,0,2,0,1,1
213,CHEMBL465027,6.897052031994626,363.18344366,0.34782608695652173,4,0,4,4,27,5,0,38.77,0.7492318923442742,4.122000000000003,2.277723594974116,1,1,2,2,0,2,0,1,1
214,CHEMBL464427,6.343758015671039,365.199093724,0.34782608695652173,4,0,3,4,27,7,0,38.77,0.6832427178743191,4.368000000000004,2.317474949692272,1,0,1,2,0,2,0,0,0
215,CHEMBL518399,6.626132129672932,365.19909372399997,0.34782608695652173,4,0,3,4,27,7,0,38.77,0.683242717874319,4.368000000000004,2.3754265691254712,1,0,1,2,0,2,0,0,0
216,CHEMBL464024,6.0363915922144304,351.18344366,0.3181818181818182,4,0,3,4,26,6,0,38.77,0.7381670729326392,3.9779000000000035,2.3283123134889507,1,0,1,2,0,2,0,0,0
217,CHEMBL463279,6.6280090885350855,351.18344366,0.3181818181818182,4,0,3,4,26,6,0,38.77,0.7381670729326392,3.9779000000000035,2.3886455063235132,1,0,1,2,0,2,0,0,0
218,CHEMBL462873,6.209926051573696,337.167793596,0.2857142857142857,4,0,3,4,25,5,0,38.77,0.7818010138044492,3.5878000000000023,2.2619283790337867,1,0,1,2,0,2,0,0,0
219,CHEMBL462872,7.205860644232226,337.167793596,0.2857142857142857,4,0,3,4,25,5,0,38.77,0.7818010138044492,3.5878000000000023,2.324847280132687,1,0,1,2,0,2,0,0,0
220,CHEMBL361540,6.642179456061636,410.22055744000005,0.4583333333333333,6,0,4,6,30,6,0,51.24000000000001,0.7290754339966442,3.1986000000000017,3.1645821953817057,1,1,2,2,0,2,0,1,1
221,CHEMBL360570,7.158265221025257,396.20490737600005,0.43478260869565216,6,0,4,6,29,6,0,51.24000000000001,0.748328775774558,2.637600000000001,2.7552054345165793,1,1,2,2,0,2,0,1,1
222,CHEMBL181207,7.109802613789971,410.22055744000005,0.4583333333333333,6,0,4,6,30,6,0,51.24000000000001,0.7290754339966441,3.1986000000000017,3.211028711218808,1,1,2,2,0,2,0,1,1
223,CHEMBL264242,7.207188228751853,396.20490737600005,0.43478260869565216,6,0,4,6,29,6,0,51.24000000000001,0.7483287757745579,2.637600000000001,2.7981668802997124,1,1,2,2,0,2,0,1,1
224,CHEMBL361309,6.663280167635657,397.188922964,0.43478260869565216,6,0,4,6,29,6,0,57.230000000000004,0.7456753678062142,3.283400000000002,3.1586535726344547,1,1,2,2,0,2,0,1,1
225,CHEMBL179824,6.2889946365144525,383.17327290000003,0.4090909090909091,6,0,4,6,28,6,0,57.230000000000004,0.7645893014244632,2.7224000000000013,2.7459260001974073,1,1,2,2,0,2,0,1,1
226,CHEMBL183184,6.927970799172078,397.188922964,0.43478260869565216,6,0,4,6,29,6,0,57.230000000000004,0.745675367806214,3.283400000000002,3.2062192816242607,1,1,2,2,0,2,0,1,1
227,CHEMBL182251,6.100650147031667,383.17327290000003,0.4090909090909091,6,0,4,6,28,6,0,57.230000000000004,0.7645893014244631,2.7224000000000013,2.7899482224196284,1,1,2,2,0,2,0,1,1
228,CHEMBL180413,6.973630188426282,395.20965840800005,0.4583333333333333,5,0,4,5,29,6,0,48.00000000000001,0.7238144236633892,4.437100000000004,3.1012887904287103,1,1,2,2,0,2,0,1,1
229,CHEMBL180145,6.39464107451115,381.19400834400005,0.43478260869565216,5,0,4,5,28,6,0,48.00000000000001,0.7600718949887766,3.8761000000000028,2.6899482224196287,1,1,2,2,0,2,0,1,1
230,CHEMBL362238,7.418164075942352,395.20965840800005,0.4583333333333333,5,0,4,5,29,6,0,48.00000000000001,0.7238144236633892,4.437100000000004,3.1488544994185137,1,1,2,2,0,2,0,1,1
231,CHEMBL181216,6.574449477462287,381.19400834400005,0.43478260869565216,5,0,4,5,28,6,0,48.00000000000001,0.7600718949887766,3.8761000000000028,2.73397044464185,1,1,2,2,0,2,0,1,1
232,CHEMBL180442,6.394856632019932,381.19400834400005,0.43478260869565216,5,0,4,5,28,6,0,48.00000000000001,0.7555775998595484,4.047000000000003,3.091658897351426,1,1,2,2,0,2,0,1,1
233,CHEMBL180483,6.589897923357139,367.17835828000005,0.4090909090909091,5,0,4,5,27,6,0,48.00000000000001,0.782230051389665,3.4860000000000024,2.675831399621284,1,1,2,2,0,2,0,1,1
234,CHEMBL182252,6.8612868901239885,381.19400834400005,0.43478260869565216,5,0,4,5,28,6,0,48.00000000000001,0.7555775998595483,4.047000000000003,3.141008320428349,1,1,2,2,0,2,0,1,1
235,CHEMBL362583,6.296631229760885,367.17835828000005,0.4090909090909091,5,0,4,5,27,6,0,48.00000000000001,0.7822300513896648,3.4860000000000024,2.7215467842366685,1,1,2,2,0,2,0,1,1
236,CHEMBL181125,5.876148359032914,383.209658408,0.43478260869565216,5,0,3,5,28,8,0,48.0,0.6804170811191076,4.293000000000004,3.1842677435052726,1,0,1,2,0,2,0,0,0
237,CHEMBL180437,5.872895201635192,369.194008344,0.4090909090909091,5,0,3,5,27,8,0,48.0,0.709520792598595,3.732000000000003,2.7730002878181086,1,0,1,2,0,2,0,0,0
238,CHEMBL180640,6.062968830560008,383.209658408,0.43478260869565216,5,0,3,5,28,8,0,48.0,0.6804170811191075,4.293000000000004,3.2288559091857465,1,0,1,2,0,2,0,0,0
239,CHEMBL180645,5.798602875679549,369.194008344,0.4090909090909091,5,0,3,5,27,8,0,48.0,0.709520792598595,3.732000000000003,2.819960611704749,1,0,1,2,0,2,0,0,0
240,CHEMBL178152,6.264824424335831,355.17835828000005,0.38095238095238093,5,0,3,5,26,6,0,48.00000000000001,0.7935101906060887,3.512800000000002,3.097470457537039,1,0,1,2,0,2,0,0,0
241,CHEMBL435897,6.680331908785323,341.16270821600006,0.35,5,0,3,5,25,6,0,48.00000000000001,0.8083971533561936,2.9518000000000013,2.7207721092938026,1,0,1,2,0,2,0,0,0
242,CHEMBL541980,6.398254986364632,355.17835828000005,0.38095238095238093,5,0,3,5,26,6,0,48.00000000000001,0.7935101906060887,3.512800000000002,3.145774303690886,1,0,1,2,0,2,0,0,0
243,CHEMBL181310,5.998266287190999,341.16270821600006,0.35,5,0,3,5,25,6,0,48.00000000000001,0.8083971533561934,2.9518000000000013,2.7717576037992977,1,0,1,2,0,2,0,0,0
244,CHEMBL2312576,7.5951662833800615,352.1575632600001,0.125,3,1,5,3,27,3,0,33.62,0.49813677473898793,5.440300000000004,2.741315186603533,0,1,1,4,0,4,0,0,0
245,CHEMBL2312575,7.686132779630847,367.1320767840001,0.08695652173913043,5,1,5,5,28,3,0,67.53,0.30184784249127516,5.339900000000004,2.9030515161448722,0,1,1,4,0,4,0,0,0
246,CHEMBL2312574,7.384049948343599,323.1422475440001,0.09090909090909091,3,1,5,3,25,2,0,37.28,0.5366575064906048,4.826700000000004,2.9341401532498477,0,1,1,3,1,4,0,0,0
247,CHEMBL2312573,8.142667503568731,354.13682781600005,0.08695652173913043,4,3,5,4,27,2,0,64.85000000000001,0.45124645058218626,4.842900000000004,2.9858407172753925,0,1,1,4,0,4,0,0,0
248,CHEMBL2312285,7.61261017366127,338.1419131960001,0.08695652173913043,3,2,5,3,26,2,0,44.620000000000005,0.49725483733913933,5.137300000000004,2.848750342600802,0,1,1,4,0,4,0,0,0
249,CHEMBL2312284,7.51999305704285,322.14699857600004,0.08695652173913043,2,1,5,2,25,2,0,24.39,0.4888041471043355,5.431700000000005,2.6995918455575403,0,1,1,4,0,4,0,0,0
250,CHEMBL2312282,7.518557371497695,356.10802622400007,0.08695652173913043,2,1,5,3,26,2,0,24.39,0.4319608609759999,6.085100000000004,2.7568604325108907,0,1,1,4,0,4,0,0,0
251,CHEMBL2323356,4.076755981369724,379.225977168,0.391304347826087,5,1,3,5,28,8,0,53.93,0.5642329237577054,3.4901000000000026,2.0186173007602246,0,1,1,2,0,2,0,1,1
252,CHEMBL2323355,4.709965388637482,365.210327104,0.36363636363636365,5,1,3,5,27,7,0,53.93,0.6059120706572423,3.1000000000000014,1.9703836054602224,0,1,1,2,0,2,0,1,1
253,CHEMBL187460,5.193141970481182,296.14124449999997,0.47368421052631576,3,0,4,3,22,0,0,43.370000000000005,0.6887651703545593,3.4433000000000025,3.563047613478121,2,1,3,1,0,1,0,0,0
254,CHEMBL227075,5.709965388637482,278.094294308,0.2222222222222222,3,0,4,3,21,0,0,43.370000000000005,0.6944502693659184,3.2910200000000023,3.186039781312415,1,1,2,2,0,2,0,0,0
255,CHEMBL3093804,7.698970004336019,534.124523352,0.46153846153846156,2,0,3,4,30,13,0,7.76,0.21531796504565645,0.02400000000000424,3.9266319357738624,0,0,0,1,2,3,0,0,0
256,CHEMBL3093802,6.3979400086720375,506.0932232239999,0.4166666666666667,2,0,3,4,28,11,0,7.76,0.2380506556938206,-0.7561999999999951,3.925671583655399,0,0,0,1,2,3,0,0,0
257,CHEMBL24686,8.769551078621726,526.220282668,0.5172413793103449,9,2,5,9,38,4,0,124.66000000000003,0.6162348085242932,3.4536000000000024,4.677258586781506,2,1,3,1,1,2,1,0,1
258,CHEMBL3099500,8.829738284605043,1150.6004094559999,0.373134328358209,18,7,9,18,85,29,0,234.10999999999996,0.01717205607664578,8.88370000000001,4.863684853217483,2,0,2,5,2,7,0,0,0
259,CHEMBL3099499,8.29929628285498,1150.600409456,0.373134328358209,18,7,9,18,85,29,0,234.10999999999996,0.01717205607664578,8.883700000000005,4.863684853217483,2,0,2,5,2,7,0,0,0
260,CHEMBL3099498,8.71669877129645,1135.5895104239999,0.373134328358209,17,7,9,17,84,29,0,230.87,0.01716029579174066,10.122199999999996,4.7827468522093675,2,0,2,5,2,7,0,0,0
261,CHEMBL3099497,9.638272163982407,521.351846376,0.47058823529411764,5,4,6,5,39,11,0,75.86,0.1377227015619191,7.987400000000007,2.8248585505411725,2,0,2,2,2,4,0,0,0
262,CHEMBL3099496,9.10790539730952,551.326025552,0.47058823529411764,7,2,6,7,41,12,0,92.98,0.10446191714550383,8.313400000000005,2.884658958899333,2,0,2,2,2,4,0,0,0
263,CHEMBL3115037,5.6968039425795105,713.2813611040001,0.2857142857142857,9,2,9,11,53,3,0,102.06,0.28620576253229724,5.122000000000004,5.640013807384756,0,5,5,4,0,4,0,3,3
264,CHEMBL3122167,7.136677139879544,365.12948994000004,0.23809523809523808,4,2,4,5,26,3,0,54.02,0.7091431899243933,4.663000000000003,2.3636701048482767,0,1,1,2,1,3,0,0,0
265,CHEMBL3122149,5.630784142589857,455.17644013200004,0.21428571428571427,4,1,5,5,33,5,0,45.230000000000004,0.38609779870707195,6.257700000000006,2.302601141551966,0,1,1,3,1,4,0,0,0
266,CHEMBL3235215,5.206279443186476,362.150953656,0.3888888888888889,6,3,3,7,25,6,0,86.61,0.31896841529826075,2.913600000000001,3.735630757292891,1,0,1,1,1,2,0,0,0
267,CHEMBL3235216,5.826231176863351,340.189926008,0.42105263157894735,6,3,3,6,25,7,0,86.61,0.3129957844441029,2.881900000000001,2.5625081381787513,1,0,1,1,1,2,0,0,0
268,CHEMBL3235217,5.511872503752541,351.16952491200004,0.3684210526315789,7,3,3,7,26,6,0,110.39999999999999,0.3202379854408269,2.38558,2.711086720232892,1,0,1,1,1,2,0,0,0
